trip_id,start_date,route_id,train_id,direction,current_stop_sequence,current_status,timestamp,stop_id,message_timestamp
113450_1..S03R,20200106,1,01 1854+ 242/SFT,3,20,1,1578356529,122S,1578359540
113600_1..N03R,20200106,1,01 1856  SFT/242,1,21,2,1578356527,120N,1578359540
113850_1..S03R,20200106,1,01 1858+ 242/SFT,3,18,1,1578356522,120S,1578359540
114200_1..N03R,20200106,1,01 1902  SFT/242,1,15,1,1578356495,126N,1578359540
114250_1..S03R,20200106,1,01 1902+ 242/SFT,3,14,0,1578356538,116S,1578359540
114650_1..S03R,20200106,1,01 1906+ 242/SFT,3,11,1,1578356539,113S,1578359540
114800_1..N03R,20200106,1,01 1908  SFT/242,1,11,1,1578356507,130N,1578359540
115050_1..S03R,20200106,1,01 1910+ 242/SFT,3,8,1,1578356503,110S,1578359540
115450_1..S03R,20200106,1,01 1914+ 242/SFT,3,7,1,1578356521,109S,1578359540
115450_1..N03R,20200106,1,01 1914+ SFT/242,1,7,1,1578356527,134N,1578359540
115900_1..S03R,20200106,1,01 1919  242/SFT,3,4,0,1578356536,106S,1578359540
115900_1..N03R,20200106,1,01 1919  SFT/242,1,3,1,1578356511,138N,1578359540
116350_1..S03R,20200106,1,01 1923+ 242/SFT,3,2,2,1578356538,103S,1578359540
105650_2..N01R,20200106,2,02 1736+ FLA/241,1,49,2,1578356532,201N,1578359540
105800_2..S01R,20200106,2,02 1738  241/FLA,3,49,1,1578356521,247S,1578359540
106200_2..N01R,20200106,2,02 1742  FLA/241,1,47,1,1578356491,205N,1578359540
106600_2..S01R,20200106,2,02 1746  241/FLA,3,48,1,1578356497,246S,1578359540
106950_2..N01R,20200106,2,02 1749+ FLA/241,1,47,0,1578356535,205N,1578359540
107200_2..S01R,20200106,2,02 1752  241/FLA,3,47,1,1578356499,245S,1578359540
107500_2..N01R,20200106,2,02 1755  FLA/241,1,41,1,1578356529,211N,1578359540
108050_2..S01R,20200106,2,02 1800+ 241/FLA,3,43,2,1578356538,241S,1578359540
108200_2..N01R,20200106,2,02 1802  FLA/241,1,39,1,1578356495,213N,1578359540
108750_2..S01R,20200106,2,02 1807+ 241/FLA,3,39,0,1578356528,236S,1578359540
108750_2..N01R,20200106,2,02 1807+ FLA/241,1,36,1,1578356501,216N,1578359540
109450_2..S01R,20200106,2,02 1814+ 241/FLA,3,35,1,1578356504,232S,1578359540
109500_2..N01R,20200106,2,02 1815  FLA/241,1,35,1,1578356520,217N,1578359540
110050_2..N01R,20200106,2,02 1820+ FLA/241,1,33,0,1578356534,219N,1578359540
110100_2..S01R,20200106,2,02 1821  241/FLA,3,32,1,1578356519,229S,1578359540
110550_2..N01R,20200106,2,02 1825+ FLA/241,1,30,2,1578356523,222N,1578359540
110800_2..S01R,20200106,2,02 1828  241/FLA,3,29,2,1578356539,132S,1578359540
111100_2..N01R,20200106,2,02 1831  FLA/241,1,26,0,1578356538,227N,1578359540
111550_2..S01R,20200106,2,02 1835+ 241/FLA,3,26,2,1578356538,123S,1578359540
111550_2..N01R,20200106,2,02 1835+ FLA/241,1,25,0,1578356536,120N,1578359540
112250_2..S01R,20200106,2,02 1842+ 241/FLA,3,23,1,1578356513,226S,1578359540
112450_2..N01R,20200106,2,02 1844+ FLA/241,1,22,2,1578356533,128N,1578359540
112950_2..S01R,20200106,2,02 1849+ 241/FLA,3,20,2,1578356537,222S,1578359540
113100_2..N01R,20200106,2,02 1851  FLA/241,1,20,1,1578356535,137N,1578359540
113500_2..S01R,20200106,2,02 1855  241/FLA,3,17,1,1578356510,219S,1578359540
113850_2..N01R,20200106,2,02 1858+ FLA/241,1,18,1,1578356512,229N,1578359540
114150_2..S01R,20200106,2,02 1901+ 241/FLA,3,14,1,1578356495,216S,1578359540
114700_2..N01R,20200106,2,02 1907  FLA/241,1,9,1,1578356534,238N,1578359540
114900_2..S01R,20200106,2,02 1909  241/FLA,3,10,1,1578356500,212S,1578359540
115300_2..N01R,20200106,2,02 1913  FLA/241,1,6,1,1578356538,242N,1578359540
115750_2..S01R,20200106,2,02 1917+ 241/FLA,3,6,1,1578356522,208S,1578359540
115900_2..N01R,20200106,2,02 1919  FLA/241,1,3,1,1578356510,245N,1578359540
109750_3..S01R,20200106,3,03 1817+ 148/NLT,3,32,0,1578356534,255S,1578359540
109800_3..N01R,20200106,3,03 1818  NLT/148,1,33,1,1578356428,302N,1578359540
110450_3..S01R,20200106,3,03 1824+ 148/NLT,3,28,2,1578356538,251S,1578359540
110700_3..N01R,20200106,3,03 1827  NLT/148,1,29,2,1578356526,227N,1578359540
111150_3..S01R,20200106,3,03 1831+ 148/NLT,3,26,2,1578356520,249S,1578359540
111600_3..N01R,20200106,3,03 1836  NLT/148,1,27,2,1578356525,123N,1578359540
111850_3..S01R,20200106,3,03 1838+ 148/NLT,3,22,1,1578356515,237S,1578359540
112450_3..N01R,20200106,3,03 1844+ NLT/148,1,24,1,1578356526,132N,1578359540
112950_3..S01R,20200106,3,03 1849+ 148/NLT,3,19,2,1578356535,234S,1578359540
113100_3..N01R,20200106,3,03 1851  NLT/148,1,20,2,1578356526,230N,1578359540
113650_3..S01R,20200106,3,03 1856+ 148/NLT,3,12,1,1578356533,137S,1578359540
113950_3..N01R,20200106,3,03 1859+ NLT/148,1,17,1,1578356520,233N,1578359540
114450_3..S01R,20200106,3,03 1904+ 148/NLT,3,9,1,1578356504,127S,1578359540
114650_3..N01R,20200106,3,03 1906+ NLT/148,1,11,1,1578356526,239N,1578359540
115250_3..S01R,20200106,3,03 1912+ 148/NLT,3,7,1,1578356535,120S,1578359540
115550_3..N01R,20200106,3,03 1915+ NLT/148,1,6,1,1578356505,252N,1578359540
116050_3..S01R,20200106,3,03 1920+ 148/NLT,3,4,1,1578356533,225S,1578359540
108800_4..N06R,20200106,4,04 1808  UTI/WDL,1,27,1,1578356506,402N,1578359540
109800_4..S06R,20200106,4,04 1818  WDL/UTI,3,27,2,1578356537,239S,1578359540
110350_4..S06R,20200106,4,04 1823+ WDL/UTI,3,25,1,1578356471,234S,1578359540
110450_4..N06R,20200106,4,04 1824+ UTI/WDL,1,20,1,1578356506,411N,1578359540
111400_4..N06R,20200106,4,04 1834  UTI/WDL,1,17,2,1578356532,414N,1578359540
111850_4..N06R,20200106,4,04 1838+ UTI/WDL,1,15,0,1578356535,416N,1578359540
111850_4..S06R,20200106,4,04 1838+ WDL/UTI,3,20,1,1578356532,640S,1578359540
112500_4..S06R,20200106,4,04 1845  WDL/UTI,3,18,1,1578356518,631S,1578359540
112650_4..N43R,20200106,4,04 1846+ UTI/BUR,1,14,2,1578356528,621N,1578359540
112950_4..N06R,20200106,4,04 1849+ UTI/WDL,1,13,2,1578356537,626N,1578359540
113100_4..S06R,20200106,4,04 1851  WDL/UTI,3,16,2,1578356533,626S,1578359540
113700_4..N06R,20200106,4,04 1857  UTI/WDL,1,11,2,1578356538,631N,1578359540
113700_4..S06R,20200106,4,04 1857  WDL/UTI,3,15,1,1578356498,621S,1578359540
114300_4..N,20200106,4,04 1903  UTI/WDL,1,6,1,1578356496,420N,1578359540
114300_4..S06R,20200106,4,04 1903  WDL/UTI,3,12,1,1578356473,414S,1578359540
114900_4..S06R,20200106,4,04 1909  WDL/UTI,3,10,1,1578356389,412S,1578359540
115500_4..S06R,20200106,4,04 1915  WDL/UTI,3,5,1,1578356502,407S,1578359540
115700_4..N06R,20200106,4,04 1917  UTI/WDL,1,3,2,1578356515,235N,1578359540
116100_4..S06R,20200106,4,04 1921  WDL/UTI,3,2,2,1578356529,402S,1578359540
116200_4..N06R,20200106,4,04 1922  UTI/WDL,1,2,2,1578356527,239N,1578359540
107700_5..N74R,20200106,5X,05 1757  FLA/DYR,1,28,2,1578356524,502N,1578359540
107800_5..S03R,20200106,5,05 1758  DYR/FLA,3,33,1,1578356450,244S,1578359540
108750_5..S03R,20200106,5,05 1807+ DYR/FLA,3,32,0,1578356539,243S,1578359540
108950_5..N74R,20200106,5X,05 1809+ FLA/DYR,1,25,2,1578356537,505N,1578359540
109000_5..N72R,20200106,5,05 1810  UTI/DYR,1,20,1,1578356500,504N,1578359540
109650_5..S03R,20200106,5,05 1816+ DYR/FLA,3,29,2,1578356535,239S,1578359540
109850_5..N74R,20200106,5X,05 1818+ FLA/DYR,1,24,1,1578356511,213N,1578359540
110700_5..N74R,20200106,5X,05 1827  FLA/DYR,1,24,2,1578356535,213N,1578359540
110800_5..S03R,20200106,5,05 1828  DYR/FLA,3,24,1,1578356513,419S,1578359540
111350_5..N74R,20200106,5X,05 1833+ FLA/DYR,1,21,2,1578356538,416N,1578359540
111500_5..S03R,20200106,5,05 1835  DYR/FLA,3,21,2,1578356538,635S,1578359540
112200_5..N74R,20200106,5X,05 1842  FLA/DYR,1,18,1,1578356485,629N,1578359540
112500_5..S03R,20200106,5,05 1845  DYR/FLA,3,18,0,1578356538,626S,1578359540
113200_5..S03R,20200106,5,05 1852  DYR/FLA,3,16,2,1578356536,416S,1578359540
113300_5..N74R,20200106,5X,05 1853  FLA/DYR,1,16,1,1578356526,635N,1578359540
114200_5..S03R,20200106,5,05 1902  DYR/FLA,3,10,1,1578356490,217S,1578359540
114550_5..N71R,20200106,5,05 1905+ FLA/DYR,1,12,2,1578356531,420N,1578359540
114850_5..S07R,20200106,5,05 1908+ DYR/UTI,3,8,1,1578356510,215S,1578359540
115600_5..S07R,20200106,5,05 1916  DYR/UTI,3,5,2,1578356520,505S,1578359540
115700_5..N71R,20200106,5,05 1917  FLA/DYR,1,4,1,1578356498,244N,1578359540
117850_5..S07R,20200106,5,05 1938+ DYR/UTI,1,1,1,1578356425,501S,1578359540
110150_6..N02R,20200106,6X,06 1821+ BBR/PEL,1,27,2,1578356538,603N,1578359540
110850_6..N02R,20200106,6X,06 1828+ BBR/PEL,1,24,0,1578356535,607N,1578359540
111000_6..S01R,20200106,6,06 1830  PEL/BBR,3,33,1,1578356489,635S,1578359540
111200_6..N03R,20200106,6,06 1832  BBR/177,1,31,2,1578356534,609N,1578359540
111400_6..S01R,20200106,6,06 1834  PEL/BBR,3,30,0,1578356531,632S,1578359540
111450_6..S03R,20200106,6,06 1834+ 177/BBR,3,30,1,1578356532,638S,1578359540
111600_6..N02R,20200106,6X,06 1836  BBR/PEL,1,23,2,1578356527,608N,1578359540
112000_6..N01R,20200106,6,06 1840  BBR/PEL,1,26,2,1578356533,614N,1578359540
112200_6..S01R,20200106,6,06 1842  PEL/BBR,3,26,1,1578356505,628S,1578359540
112400_6..N02R,20200106,6X,06 1844  BBR/PEL,1,22,2,1578356539,613N,1578359540
112750_6..S03R,20200106,6,06 1847+ 177/BBR,3,23,1,1578356538,631S,1578359540
112800_6..N03R,20200106,6,06 1848  BBR/177,1,21,1,1578356538,619N,1578359540
113000_6..S01R,20200106,6,06 1850  PEL/BBR,3,19,2,1578356535,621S,1578359540
113550_6..S03R,20200106,6,06 1855+ 177/BBR,3,17,1,1578356523,625S,1578359540
113600_6..N01R,20200106,6,06 1856  BBR/PEL,1,16,1,1578356491,625N,1578359540
113900_6..S01R,20200106,6,06 1859  PEL/BBR,3,15,1,1578356539,616S,1578359540
114000_6..N02R,20200106,6X,06 1900  BBR/PEL,1,15,1,1578356509,626N,1578359540
114400_6..S03R,20200106,6,06 1904  177/BBR,3,12,2,1578356538,619S,1578359540
114400_6..N03R,20200106,6,06 1904  BBR/177,1,13,1,1578356518,628N,1578359540
114600_6..S01R,20200106,6,06 1906  PEL/BBR,3,11,1,1578356515,612S,1578359540
114800_6..N02R,20200106,6X,06 1908  BBR/PEL,1,12,2,1578356532,629N,1578359540
115100_6..S01R,20200106,6,06 1911  PEL/BBR,3,9,2,1578356532,610S,1578359540
115300_6..S03R,20200106,6,06 1913  177/BBR,3,7,2,1578356536,614S,1578359540
115600_6..N03R,20200106,6,06 1916  BBR/177,1,6,1,1578356477,635N,1578359540
115800_6..N01R,20200106,6,06 1918  BBR/PEL,1,5,2,1578356527,636N,1578359540
116100_6..S01R,20200106,6,06 1921  PEL/BBR,3,3,2,1578356532,603S,1578359540
116400_6..N01R,20200106,6,06 1924  BBR/PEL,1,1,1,1578356369,640N,1578359540
116100_GS.S04R,20200106,GS,0S 1921  TSS/GCS,3,2,2,1578356535,901S,1578359540
111350_1..S,20200106,1,/1 1833+ 242/SFT,3,28,0,1578356581,134S,1578359540
110100_1..N03R,20200106,1,01 1821  SFT/242,1,38,2,1578356582,101N,1578359540
110500_1..N03R,20200106,1,01 1825  SFT/242,1,37,0,1578356569,103N,1578359540
110900_1..S03R,20200106,1,01 1829  242/SFT,3,38,1,1578356580,142S,1578359540
111000_1..N03R,20200106,1,01 1830  SFT/242,1,34,2,1578356582,107N,1578359540
111400_1..N03R,20200106,1,01 1834  SFT/242,1,33,2,1578356576,108N,1578359540
111800_1..S03R,20200106,1,01 1838  242/SFT,3,29,1,1578356583,131S,1578359540
111800_1..N03R,20200106,1,01 1838  SFT/242,1,31,2,1578356568,110N,1578359540
112250_1..S03R,20200106,1,01 1842+ 242/SFT,3,27,1,1578356576,129S,1578359540
112400_1..N03R,20200106,1,01 1844  SFT/242,1,27,1,1578356561,114N,1578359540
112700_1..S03R,20200106,1,01 1847  242/SFT,3,25,1,1578356581,127S,1578359540
112950_1..S03R,20200106,1,01 1849+ 242/SFT,3,23,0,1578356554,125S,1578359540
113000_1..N03R,20200106,1,01 1850  SFT/242,1,26,2,1578356576,115N,1578359540
113450_1..S03R,20200106,1,01 1854+ 242/SFT,3,21,2,1578356577,123S,1578359540
113600_1..N03R,20200106,1,01 1856  SFT/242,1,21,1,1578356572,120N,1578359540
113850_1..S03R,20200106,1,01 1858+ 242/SFT,3,18,1,1578356522,120S,1578359540
114200_1..N03R,20200106,1,01 1902  SFT/242,1,16,2,1578356570,125N,1578359540
114250_1..S03R,20200106,1,01 1902+ 242/SFT,3,14,1,1578356543,116S,1578359540
114650_1..S03R,20200106,1,01 1906+ 242/SFT,3,11,1,1578356539,113S,1578359540
114800_1..N03R,20200106,1,01 1908  SFT/242,1,12,0,1578356576,129N,1578359540
115050_1..S03R,20200106,1,01 1910+ 242/SFT,3,9,2,1578356580,111S,1578359540
115450_1..S03R,20200106,1,01 1914+ 242/SFT,3,8,2,1578356572,110S,1578359540
115450_1..N03R,20200106,1,01 1914+ SFT/242,1,8,2,1578356583,133N,1578359540
115900_1..S03R,20200106,1,01 1919  242/SFT,3,4,1,1578356564,106S,1578359540
115900_1..N03R,20200106,1,01 1919  SFT/242,1,4,0,1578356583,137N,1578359540
116350_1..S03R,20200106,1,01 1923+ 242/SFT,3,2,1,1578356550,103S,1578359540
105650_2..N01R,20200106,2,02 1736+ FLA/241,1,49,2,1578356580,201N,1578359540
106200_2..N01R,20200106,2,02 1742  FLA/241,1,48,2,1578356572,204N,1578359540
106600_2..S01R,20200106,2,02 1746  241/FLA,3,49,2,1578356584,247S,1578359540
106950_2..N01R,20200106,2,02 1749+ FLA/241,1,47,0,1578356535,205N,1578359540
107200_2..S01R,20200106,2,02 1752  241/FLA,3,48,2,1578356570,246S,1578359540
107500_2..N01R,20200106,2,02 1755  FLA/241,1,42,2,1578356580,210N,1578359540
108050_2..S01R,20200106,2,02 1800+ 241/FLA,3,43,2,1578356575,241S,1578359540
108200_2..N01R,20200106,2,02 1802  FLA/241,1,39,1,1578356495,213N,1578359540
108750_2..S01R,20200106,2,02 1807+ 241/FLA,3,39,1,1578356546,236S,1578359540
108750_2..N01R,20200106,2,02 1807+ FLA/241,1,37,2,1578356578,215N,1578359540
109450_2..S01R,20200106,2,02 1814+ 241/FLA,3,36,0,1578356583,233S,1578359540
109500_2..N01R,20200106,2,02 1815  FLA/241,1,36,2,1578356576,216N,1578359540
110050_2..N01R,20200106,2,02 1820+ FLA/241,1,33,1,1578356560,219N,1578359540
110100_2..S01R,20200106,2,02 1821  241/FLA,3,33,2,1578356584,230S,1578359540
110550_2..N01R,20200106,2,02 1825+ FLA/241,1,30,0,1578356577,222N,1578359540
110800_2..S01R,20200106,2,02 1828  241/FLA,3,29,1,1578356565,132S,1578359540
111100_2..N01R,20200106,2,02 1831  FLA/241,1,26,1,1578356547,227N,1578359540
111550_2..S01R,20200106,2,02 1835+ 241/FLA,3,26,1,1578356564,123S,1578359540
111550_2..N01R,20200106,2,02 1835+ FLA/241,1,25,1,1578356543,120N,1578359540
112250_2..S01R,20200106,2,02 1842+ 241/FLA,3,24,2,1578356580,227S,1578359540
112450_2..N01R,20200106,2,02 1844+ FLA/241,1,22,1,1578356574,128N,1578359540
112950_2..S01R,20200106,2,02 1849+ 241/FLA,3,20,1,1578356572,222S,1578359540
113100_2..N01R,20200106,2,02 1851  FLA/241,1,20,1,1578356535,137N,1578359540
113500_2..S01R,20200106,2,02 1855  241/FLA,3,18,2,1578356580,220S,1578359540
113850_2..N01R,20200106,2,02 1858+ FLA/241,1,19,2,1578356578,228N,1578359540
114150_2..S01R,20200106,2,02 1901+ 241/FLA,3,15,2,1578356574,217S,1578359540
114700_2..N01R,20200106,2,02 1907  FLA/241,1,9,1,1578356534,238N,1578359540
114900_2..S01R,20200106,2,02 1909  241/FLA,3,11,2,1578356583,213S,1578359540
115300_2..N01R,20200106,2,02 1913  FLA/241,1,6,1,1578356538,242N,1578359540
115750_2..S01R,20200106,2,02 1917+ 241/FLA,3,7,2,1578356575,209S,1578359540
115900_2..N01R,20200106,2,02 1919  FLA/241,1,4,2,1578356582,244N,1578359540
109750_3..S01R,20200106,3,03 1817+ 148/NLT,3,32,1,1578356565,255S,1578359540
109800_3..N01R,20200106,3,03 1818  NLT/148,1,33,1,1578356428,302N,1578359540
110450_3..S01R,20200106,3,03 1824+ 148/NLT,3,28,0,1578356582,251S,1578359540
110700_3..N01R,20200106,3,03 1827  NLT/148,1,29,2,1578356580,227N,1578359540
111150_3..S01R,20200106,3,03 1831+ 148/NLT,3,26,1,1578356561,249S,1578359540
111600_3..N01R,20200106,3,03 1836  NLT/148,1,27,2,1578356560,123N,1578359540
111850_3..S01R,20200106,3,03 1838+ 148/NLT,3,23,2,1578356567,238S,1578359540
112450_3..N01R,20200106,3,03 1844+ NLT/148,1,25,2,1578356578,128N,1578359540
112950_3..S01R,20200106,3,03 1849+ 148/NLT,3,19,1,1578356574,234S,1578359540
113100_3..N01R,20200106,3,03 1851  NLT/148,1,20,2,1578356579,230N,1578359540
113650_3..S01R,20200106,3,03 1856+ 148/NLT,3,12,1,1578356533,137S,1578359540
113950_3..N01R,20200106,3,03 1859+ NLT/148,1,18,0,1578356575,232N,1578359540
114450_3..S01R,20200106,3,03 1904+ 148/NLT,3,10,2,1578356578,128S,1578359540
114650_3..N01R,20200106,3,03 1906+ NLT/148,1,11,1,1578356526,239N,1578359540
115250_3..S01R,20200106,3,03 1912+ 148/NLT,3,7,1,1578356535,120S,1578359540
115550_3..N01R,20200106,3,03 1915+ NLT/148,1,7,2,1578356557,251N,1578359540
116050_3..S01R,20200106,3,03 1920+ 148/NLT,3,5,2,1578356576,226S,1578359540
116250_3..N01R,20200106,3,03 1922+ NLT/148,1,2,0,1578356575,256N,1578359540
108800_4..N06R,20200106,4,04 1808  UTI/WDL,1,28,2,1578356580,401N,1578359540
109800_4..S06R,20200106,4,04 1818  WDL/UTI,3,27,1,1578356581,239S,1578359540
110350_4..S06R,20200106,4,04 1823+ WDL/UTI,3,26,1,1578356574,235S,1578359540
110450_4..N06R,20200106,4,04 1824+ UTI/WDL,1,21,0,1578356583,410N,1578359540
111400_4..N06R,20200106,4,04 1834  UTI/WDL,1,17,0,1578356575,414N,1578359540
111850_4..N06R,20200106,4,04 1838+ UTI/WDL,1,15,1,1578356552,416N,1578359540
111850_4..S06R,20200106,4,04 1838+ WDL/UTI,3,20,1,1578356532,640S,1578359540
112500_4..S06R,20200106,4,04 1845  WDL/UTI,3,18,1,1578356518,631S,1578359540
112650_4..N43R,20200106,4,04 1846+ UTI/BUR,1,14,2,1578356574,621N,1578359540
112950_4..N06R,20200106,4,04 1849+ UTI/WDL,1,13,1,1578356554,626N,1578359540
113100_4..S06R,20200106,4,04 1851  WDL/UTI,3,16,2,1578356580,626S,1578359540
113700_4..N06R,20200106,4,04 1857  UTI/WDL,1,11,2,1578356581,631N,1578359540
113700_4..S06R,20200106,4,04 1857  WDL/UTI,3,16,2,1578356568,626S,1578359540
114300_4..N,20200106,4,04 1903  UTI/WDL,1,7,1,1578356566,419N,1578359540
114300_4..S06R,20200106,4,04 1903  WDL/UTI,3,13,2,1578356574,415S,1578359540
114900_4..S06R,20200106,4,04 1909  WDL/UTI,3,11,0,1578356582,413S,1578359540
115500_4..S06R,20200106,4,04 1915  WDL/UTI,3,6,1,1578356584,408S,1578359540
115700_4..N06R,20200106,4,04 1917  UTI/WDL,1,3,2,1578356568,235N,1578359540
116100_4..S06R,20200106,4,04 1921  WDL/UTI,3,2,1,1578356562,402S,1578359540
116200_4..N06R,20200106,4,04 1922  UTI/WDL,1,2,2,1578356584,239N,1578359540
116800_4..N43R,20200106,4,04 1928  UTI/BUR,1,1,1,1578356548,250N,1578359540
107700_5..N74R,20200106,5X,05 1757  FLA/DYR,1,28,0,1578356582,502N,1578359540
107800_5..S03R,20200106,5,05 1758  DYR/FLA,3,33,1,1578356450,244S,1578359540
108750_5..S03R,20200106,5,05 1807+ DYR/FLA,3,32,1,1578356567,243S,1578359540
108950_5..N74R,20200106,5X,05 1809+ FLA/DYR,1,25,2,1578356557,505N,1578359540
109000_5..N72R,20200106,5,05 1810  UTI/DYR,1,21,2,1578356555,503N,1578359540
109650_5..S03R,20200106,5,05 1816+ DYR/FLA,3,29,2,1578356581,239S,1578359540
109850_5..N74R,20200106,5X,05 1818+ FLA/DYR,1,24,1,1578356511,213N,1578359540
110700_5..N74R,20200106,5X,05 1827  FLA/DYR,1,24,2,1578356584,213N,1578359540
110800_5..S03R,20200106,5,05 1828  DYR/FLA,3,25,2,1578356582,420S,1578359540
111350_5..N74R,20200106,5X,05 1833+ FLA/DYR,1,21,2,1578356579,416N,1578359540
111500_5..S03R,20200106,5,05 1835  DYR/FLA,3,21,2,1578356579,635S,1578359540
112200_5..N74R,20200106,5X,05 1842  FLA/DYR,1,19,2,1578356579,626N,1578359540
112500_5..S03R,20200106,5,05 1845  DYR/FLA,3,18,1,1578356542,626S,1578359540
113200_5..S03R,20200106,5,05 1852  DYR/FLA,3,16,2,1578356578,416S,1578359540
113300_5..N74R,20200106,5X,05 1853  FLA/DYR,1,16,1,1578356526,635N,1578359540
114200_5..S03R,20200106,5,05 1902  DYR/FLA,3,11,1,1578356562,218S,1578359540
114550_5..N71R,20200106,5,05 1905+ FLA/DYR,1,12,0,1578356579,420N,1578359540
114850_5..S07R,20200106,5,05 1908+ DYR/UTI,3,9,2,1578356583,216S,1578359540
115600_5..S07R,20200106,5,05 1916  DYR/UTI,3,5,1,1578356560,505S,1578359540
115700_5..N71R,20200106,5,05 1917  FLA/DYR,1,5,1,1578356579,243N,1578359540
117850_5..S07R,20200106,5,05 1938+ DYR/UTI,1,1,1,1578356425,501S,1578359540
110150_6..N02R,20200106,6X,06 1821+ BBR/PEL,1,27,1,1578356583,603N,1578359540
110850_6..N02R,20200106,6X,06 1828+ BBR/PEL,1,24,1,1578356553,607N,1578359540
111000_6..S01R,20200106,6,06 1830  PEL/BBR,3,34,2,1578356582,636S,1578359540
111200_6..N03R,20200106,6,06 1832  BBR/177,1,31,1,1578356574,609N,1578359540
111400_6..S01R,20200106,6,06 1834  PEL/BBR,3,30,1,1578356568,632S,1578359540
111450_6..S03R,20200106,6,06 1834+ 177/BBR,3,31,0,1578356579,639S,1578359540
111600_6..N02R,20200106,6X,06 1836  BBR/PEL,1,23,2,1578356564,608N,1578359540
112000_6..N01R,20200106,6,06 1840  BBR/PEL,1,26,1,1578356571,614N,1578359540
112200_6..S01R,20200106,6,06 1842  PEL/BBR,3,27,2,1578356584,629S,1578359540
112400_6..N02R,20200106,6X,06 1844  BBR/PEL,1,22,2,1578356569,613N,1578359540
112750_6..S03R,20200106,6,06 1847+ 177/BBR,3,23,1,1578356538,631S,1578359540
112800_6..N03R,20200106,6,06 1848  BBR/177,1,21,1,1578356538,619N,1578359540
113000_6..S01R,20200106,6,06 1850  PEL/BBR,3,19,1,1578356555,621S,1578359540
113550_6..S03R,20200106,6,06 1855+ 177/BBR,3,18,2,1578356582,626S,1578359540
113600_6..N01R,20200106,6,06 1856  BBR/PEL,1,17,1,1578356583,624N,1578359540
113900_6..S01R,20200106,6,06 1859  PEL/BBR,3,16,2,1578356583,617S,1578359540
114000_6..N02R,20200106,6X,06 1900  BBR/PEL,1,16,2,1578356568,625N,1578359540
114400_6..S03R,20200106,6,06 1904  177/BBR,3,12,1,1578356568,619S,1578359540
114400_6..N03R,20200106,6,06 1904  BBR/177,1,13,1,1578356518,628N,1578359540
114600_6..S01R,20200106,6,06 1906  PEL/BBR,3,12,2,1578356583,613S,1578359540
114800_6..N02R,20200106,6X,06 1908  BBR/PEL,1,12,1,1578356575,629N,1578359540
115100_6..S01R,20200106,6,06 1911  PEL/BBR,3,9,1,1578356551,610S,1578359540
115300_6..S03R,20200106,6,06 1913  177/BBR,3,7,1,1578356562,614S,1578359540
115600_6..N03R,20200106,6,06 1916  BBR/177,1,7,2,1578356557,634N,1578359540
115800_6..N01R,20200106,6,06 1918  BBR/PEL,1,5,1,1578356566,636N,1578359540
116100_6..S01R,20200106,6,06 1921  PEL/BBR,3,3,1,1578356571,603S,1578359540
116400_6..N01R,20200106,6,06 1924  BBR/PEL,1,1,1,1578356369,640N,1578359540
116200_GS.N03R,20200106,GS,0S 1922  GCS/TSS,1,2,0,1578356574,902N,1578359540
111350_1..S,20200106,1,/1 1833+ 242/SFT,3,29,1,1578356685,137S,1578359540
